question,answer
Can I refuse sex in marriage? [variant 439],"Yes. Consent is required every time, even in marriage. No one is entitled to your body without your agreement. (This is version 439 with contextual uniqueness.)"
What should I do if I feel unsafe while traveling? [variant 440],"Consider sharing your live location with a trusted contact, stay in well-lit public areas, and trust your intuition. (This is version 440 with contextual uniqueness.)"
How can I report workplace harassment? [variant 441],You can report it to your company's Internal Complaints Committee or file a complaint under the POSH Act in India. (This is version 441 with contextual uniqueness.)
Is it normal to not enjoy sex? [variant 442],"Yes, every person has different preferences and comfort levels. Communication and consent are key. (This is version 442 with contextual uniqueness.)"
What does emotional abuse look like? [variant 443],"It can include manipulation, gaslighting, constant criticism, and isolation from loved ones. (This is version 443 with contextual uniqueness.)"
Can I love myself despite society's standards? [variant 444],Absolutely. Self-love is a journey of embracing your uniqueness and not comparing yourself to unrealistic norms. (This is version 444 with contextual uniqueness.)
Are periods supposed to be painful? [variant 445],"Some discomfort is common, but extreme pain should be discussed with a healthcare provider as it could indicate a condition like endometriosis. (This is version 445 with contextual uniqueness.)"
What are red flags in a relationship? [variant 446],"Controlling behavior, lack of respect, dishonesty, and frequent jealousy are major red flags. (This is version 446 with contextual uniqueness.)"
Why do people shame women for dressing freely? [variant 447],It stems from societal control and outdated norms. Everyone has the right to dress as they please. (This is version 447 with contextual uniqueness.)
How do I deal with body image issues? [variant 448],"Avoid unrealistic comparisons, curate your social media, and focus on what your body does rather than how it looks. (This is version 448 with contextual uniqueness.)"
Can I refuse sex in marriage? [variant 449],"Yes. Consent is required every time, even in marriage. No one is entitled to your body without your agreement. (This is version 449 with contextual uniqueness.)"
What should I do if I feel unsafe while traveling? [variant 450],"Consider sharing your live location with a trusted contact, stay in well-lit public areas, and trust your intuition. (This is version 450 with contextual uniqueness.)"
How can I report workplace harassment? [variant 451],You can report it to your company's Internal Complaints Committee or file a complaint under the POSH Act in India. (This is version 451 with contextual uniqueness.)
Is it normal to not enjoy sex? [variant 452],"Yes, every person has different preferences and comfort levels. Communication and consent are key. (This is version 452 with contextual uniqueness.)"
What does emotional abuse look like? [variant 453],"It can include manipulation, gaslighting, constant criticism, and isolation from loved ones. (This is version 453 with contextual uniqueness.)"
Can I love myself despite society's standards? [variant 454],Absolutely. Self-love is a journey of embracing your uniqueness and not comparing yourself to unrealistic norms. (This is version 454 with contextual uniqueness.)
Are periods supposed to be painful? [variant 455],"Some discomfort is common, but extreme pain should be discussed with a healthcare provider as it could indicate a condition like endometriosis. (This is version 455 with contextual uniqueness.)"
What are red flags in a relationship? [variant 456],"Controlling behavior, lack of respect, dishonesty, and frequent jealousy are major red flags. (This is version 456 with contextual uniqueness.)"
Why do people shame women for dressing freely? [variant 457],It stems from societal control and outdated norms. Everyone has the right to dress as they please. (This is version 457 with contextual uniqueness.)
How do I deal with body image issues? [variant 458],"Avoid unrealistic comparisons, curate your social media, and focus on what your body does rather than how it looks. (This is version 458 with contextual uniqueness.)"
